data_date,url,clicks,impressions,avg_position
2025-10-11,/contact,10,199,3.2
2025-10-11,/locations/stockholm,10,183,3.6
2025-10-11,/locations/helsinki,9,170,4.0
2025-10-11,/locations/oslo,10,165,4.4
2025-10-11,/pricing,8,135,4.8
2025-10-11,/membership,6,86,5.2
2025-10-11,/blog,5,81,5.6
2025-10-12,/,10,258,2.0
2025-10-12,/booking,10,240,2.4
2025-10-12,/about,12,270,2.8
2025-10-12,/contact,11,218,3.2
2025-10-12,/locations/stockholm,10,189,3.6
2025-10-12,/locations/helsinki,9,168,4.0
2025-10-12,/locations/oslo,9,151,4.4
2025-10-12,/pricing,8,129,4.8
2025-10-12,/membership,7,105,5.2
2025-10-12,/blog,4,66,5.6
2025-10-13,/,11,270,2.0
2025-10-13,/booking,12,270,2.4
2025-10-13,/about,13,277,2.8
2025-10-13,/contact,12,243,3.2
2025-10-13,/locations/stockholm,9,181,3.6
2025-10-13,/locations/helsinki,9,164,4.0
2025-10-13,/locations/oslo,8,145,4.4
2025-10-13,/pricing,8,138,4.8
2025-10-13,/membership,7,114,5.2
2025-10-13,/blog,4,65,5.6
2025-10-14,/,12,299,2.0
2025-10-14,/booking,11,264,2.4
2025-10-14,/about,11,237,2.8
2025-10-14,/contact,11,225,3.2
2025-10-14,/locations/stockholm,11,213,3.6
2025-10-14,/locations/helsinki,10,180,4.0
2025-10-14,/locations/oslo,9,147,4.4
2025-10-14,/pricing,8,133,4.8
2025-10-14,/membership,6,97,5.2
2025-10-14,/blog,5,78,5.6
2025-10-15,/,11,270,2.0
2025-10-15,/booking,11,262,2.4
2025-10-15,/about,12,255,2.8
2025-10-15,/contact,12,253,3.2
2025-10-15,/locations/stockholm,9,171,3.6
2025-10-15,/locations/helsinki,10,187,4.0
2025-10-15,/locations/oslo,9,149,4.4
2025-10-15,/pricing,8,134,4.8
2025-10-15,/membership,6,88,5.2
2025-10-15,/blog,5,77,5.6
2025-10-16,/,12,293,2.0
2025-10-16,/booking,11,259,2.4
2025-10-16,/about,10,215,2.8
2025-10-16,/contact,11,227,3.2
2025-10-16,/locations/stockholm,10,191,3.6
2025-10-16,/locations/helsinki,11,197,4.0
2025-10-16,/locations/oslo,9,161,4.4
2025-10-16,/pricing,7,110,4.8
2025-10-16,/membership,6,94,5.2
2025-10-16,/blog,5,70,5.6
2025-10-17,/,13,317,2.0
2025-10-17,/booking,12,281,2.4
2025-10-17,/about,11,239,2.8
2025-10-17,/contact,10,206,3.2
2025-10-17,/locations/stockholm,10,196,3.6
2025-10-17,/locations/helsinki,9,162,4.0
2025-10-17,/locations/oslo,8,136,4.4
2025-10-17,/pricing,8,137,4.8
2025-10-17,/membership,7,114,5.2
2025-10-17,/blog,5,81,5.6
2025-10-18,/,10,261,2.0
2025-10-18,/booking,13,311,2.4
2025-10-18,/about,11,247,2.8
2025-10-18,/contact,10,209,3.2
2025-10-18,/locations/stockholm,11,216,3.6
2025-10-18,/locations/helsinki,8,149,4.0
2025-10-18,/locations/oslo,7,129,4.4
2025-10-18,/pricing,8,135,4.8
2025-10-18,/membership,6,90,5.2
2025-10-18,/blog,5,74,5.6
2025-10-19,/,12,302,2.0
2025-10-19,/booking,14,316,2.4
2025-10-19,/about,11,237,2.8
2025-10-19,/contact,10,212,3.2
2025-10-19,/locations/stockholm,10,198,3.6
2025-10-19,/locations/helsinki,10,174,4.0
2025-10-19,/locations/oslo,9,152,4.4
2025-10-19,/pricing,8,139,4.8
2025-10-19,/membership,7,106,5.2
2025-10-19,/blog,6,83,5.6
2025-10-20,/,12,290,2.0
2025-10-20,/booking,13,297,2.4
2025-10-20,/about,13,285,2.8
2025-10-20,/contact,10,197,3.2
2025-10-20,/locations/stockholm,10,196,3.6
2025-10-20,/locations/helsinki,10,180,4.0
2025-10-20,/locations/oslo,9,154,4.4
2025-10-20,/pricing,8,125,4.8
2025-10-20,/membership,7,110,5.2
2025-10-20,/blog,5,68,5.6
2025-10-21,/,14,342,2.0
2025-10-21,/booking,13,300,2.4
2025-10-21,/about,11,234,2.8
2025-10-21,/contact,9,193,3.2
2025-10-21,/locations/stockholm,11,213,3.6
2025-10-21,/locations/helsinki,8,150,4.0
2025-10-21,/locations/oslo,9,149,4.4
2025-10-21,/pricing,8,128,4.8
2025-10-21,/membership,7,114,5.2
2025-10-21,/blog,5,71,5.6
2025-10-22,/,13,320,2.0
2025-10-22,/booking,13,312,2.4
2025-10-22,/about,11,247,2.8
2025-10-22,/contact,10,199,3.2
2025-10-22,/locations/stockholm,9,177,3.6
2025-10-22,/locations/helsinki,9,169,4.0
2025-10-22,/locations/oslo,8,142,4.4
2025-10-22,/pricing,7,118,4.8
2025-10-22,/membership,6,100,5.2
2025-10-22,/blog,5,76,5.6
2025-10-23,/,11,279,2.0
2025-10-23,/booking,12,270,2.4
2025-10-23,/about,12,261,2.8
2025-10-23,/contact,11,229,3.2
2025-10-23,/locations/stockholm,11,215,3.6
2025-10-23,/locations/helsinki,9,163,4.0
2025-10-23,/locations/oslo,8,144,4.4
2025-10-23,/pricing,8,127,4.8
2025-10-23,/membership,7,112,5.2
2025-10-23,/blog,5,78,5.6
2025-10-24,/,11,281,2.0
2025-10-24,/booking,10,237,2.4
2025-10-24,/about,12,251,2.8
2025-10-24,/contact,12,255,3.2
2025-10-24,/locations/stockholm,11,210,3.6
2025-10-24,/locations/helsinki,9,171,4.0
2025-10-24,/locations/oslo,8,131,4.4
2025-10-24,/pricing,7,111,4.8
2025-10-24,/membership,7,107,5.2
2025-10-24,/blog,5,71,5.6
2025-10-25,/,11,281,2.0
2025-10-25,/booking,11,253,2.4
2025-10-25,/about,13,280,2.8
2025-10-25,/contact,10,212,3.2
2025-10-25,/locations/stockholm,9,181,3.6
2025-10-25,/locations/helsinki,9,168,4.0
2025-10-25,/locations/oslo,9,159,4.4
2025-10-25,/pricing,7,122,4.8
2025-10-25,/membership,7,108,5.2
2025-10-25,/blog,5,79,5.6
2025-10-26,/,11,287,2.0
2025-10-26,/booking,13,306,2.4
2025-10-26,/about,10,218,2.8
2025-10-26,/contact,12,241,3.2
2025-10-26,/locations/stockholm,10,200,3.6
2025-10-26,/locations/helsinki,9,166,4.0
2025-10-26,/locations/oslo,8,146,4.4
2025-10-26,/pricing,8,128,4.8
2025-10-26,/membership,6,93,5.2
2025-10-26,/blog,5,77,5.6
2025-10-27,/,12,303,2.0
2025-10-27,/booking,13,297,2.4
2025-10-27,/about,10,226,2.8
2025-10-27,/contact,11,215,3.2
2025-10-27,/locations/stockholm,10,201,3.6
2025-10-27,/locations/helsinki,10,187,4.0
2025-10-27,/locations/oslo,8,143,4.4
2025-10-27,/pricing,7,118,4.8
2025-10-27,/membership,7,112,5.2
2025-10-27,/blog,4,66,5.6
2025-10-28,/,13,320,2.0
2025-10-28,/booking,13,300,2.4
2025-10-28,/about,11,232,2.8
2025-10-28,/contact,11,221,3.2
2025-10-28,/locations/stockholm,10,201,3.6
2025-10-28,/locations/helsinki,10,189,4.0
2025-10-28,/locations/oslo,10,167,4.4
2025-10-28,/pricing,7,121,4.8
2025-10-28,/membership,6,95,5.2
2025-10-28,/blog,5,72,5.6
2025-10-29,/,11,273,2.0
2025-10-29,/booking,10,238,2.4
2025-10-29,/about,13,279,2.8
2025-10-29,/contact,10,212,3.2
2025-10-29,/locations/stockholm,9,171,3.6
2025-10-29,/locations/helsinki,9,156,4.0
2025-10-29,/locations/oslo,10,170,4.4
2025-10-29,/pricing,7,109,4.8
2025-10-29,/membership,7,106,5.2
2025-10-29,/blog,5,81,5.6
2025-10-30,/,13,322,2.0
2025-10-30,/booking,11,261,2.4
2025-10-30,/about,12,260,2.8
2025-10-30,/contact,10,210,3.2
2025-10-30,/locations/stockholm,10,195,3.6
2025-10-30,/locations/helsinki,11,192,4.0
2025-10-30,/locations/oslo,9,155,4.4
2025-10-30,/pricing,8,124,4.8
2025-10-30,/membership,7,106,5.2
2025-10-30,/blog,5,80,5.6
2025-10-31,/,14,339,2.0
2025-10-31,/booking,13,297,2.4
2025-10-31,/about,11,248,2.8
2025-10-31,/contact,10,206,3.2
2025-10-31,/locations/stockholm,10,198,3.6
2025-10-31,/locations/helsinki,9,172,4.0
2025-10-31,/locations/oslo,9,154,4.4
2025-10-31,/pricing,8,130,4.8
2025-10-31,/membership,6,92,5.2
2025-10-31,/blog,5,82,5.6
2025-11-01,/,12,292,2.0
2025-11-01,/booking,13,299,2.4
2025-11-01,/about,10,214,2.8
2025-11-01,/contact,12,243,3.2
2025-11-01,/locations/stockholm,11,203,3.6
2025-11-01,/locations/helsinki,9,171,4.0
2025-11-01,/locations/oslo,8,134,4.4
2025-11-01,/pricing,9,140,4.8
2025-11-01,/membership,6,87,5.2
2025-11-01,/blog,4,66,5.6
2025-11-02,/,13,331,2.0
2025-11-02,/booking,13,291,2.4
2025-11-02,/about,13,276,2.8
2025-11-02,/contact,13,257,3.2
2025-11-02,/locations/stockholm,10,190,3.6
2025-11-02,/locations/helsinki,11,191,4.0
2025-11-02,/locations/oslo,7,129,4.4
2025-11-02,/pricing,9,140,4.8
2025-11-02,/membership,7,104,5.2
2025-11-02,/blog,6,84,5.6
2025-11-03,/,12,306,2.0
2025-11-03,/booking,12,286,2.4
2025-11-03,/about,13,282,2.8
2025-11-03,/contact,10,212,3.2
2025-11-03,/locations/stockholm,10,191,3.6
2025-11-03,/locations/helsinki,11,193,4.0
2025-11-03,/locations/oslo,10,171,4.4
2025-11-03,/pricing,8,131,4.8
2025-11-03,/membership,6,98,5.2
2025-11-03,/blog,4,66,5.6
2025-11-04,/,12,310,2.0
2025-11-04,/booking,13,302,2.4
2025-11-04,/about,10,221,2.8
2025-11-04,/contact,10,211,3.2
2025-11-04,/locations/stockholm,9,176,3.6
2025-11-04,/locations/helsinki,9,167,4.0
2025-11-04,/locations/oslo,9,153,4.4
2025-11-04,/pricing,7,111,4.8
2025-11-04,/membership,6,99,5.2
2025-11-04,/blog,4,64,5.6
2025-11-05,/,13,329,2.0
2025-11-05,/booking,12,289,2.4
2025-11-05,/about,12,261,2.8
2025-11-05,/contact,12,248,3.2
2025-11-05,/locations/stockholm,9,178,3.6
2025-11-05,/locations/helsinki,11,200,4.0
2025-11-05,/locations/oslo,8,130,4.4
2025-11-05,/pricing,8,123,4.8
2025-11-05,/membership,5,85,5.2
2025-11-05,/blog,6,84,5.6
2025-11-06,/,12,298,2.0
2025-11-06,/booking,11,256,2.4
2025-11-06,/about,11,246,2.8
2025-11-06,/contact,12,255,3.2
2025-11-06,/locations/stockholm,10,184,3.6
2025-11-06,/locations/helsinki,9,167,4.0
2025-11-06,/locations/oslo,7,128,4.4
2025-11-06,/pricing,7,114,4.8
2025-11-06,/membership,7,112,5.2
2025-11-06,/blog,5,75,5.6
2025-11-07,/,11,264,2.0
2025-11-07,/booking,13,302,2.4
2025-11-07,/about,13,276,2.8
2025-11-07,/contact,13,257,3.2
2025-11-07,/locations/stockholm,9,174,3.6
2025-11-07,/locations/helsinki,9,172,4.0
2025-11-07,/locations/oslo,10,167,4.4
2025-11-07,/pricing,7,111,4.8
2025-11-07,/membership,6,96,5.2
2025-11-07,/blog,6,84,5.6
2025-11-08,/,11,263,2.0
2025-11-08,/booking,13,294,2.4
2025-11-08,/about,13,284,2.8
2025-11-08,/contact,11,232,3.2
2025-11-08,/locations/stockholm,12,223,3.6
2025-11-08,/locations/helsinki,11,191,4.0
2025-11-08,/locations/oslo,10,164,4.4
2025-11-08,/pricing,8,130,4.8
2025-11-08,/membership,6,87,5.2
2025-11-08,/blog,5,73,5.6
2025-11-09,/,13,330,2.0
2025-11-09,/booking,11,251,2.4
2025-11-09,/about,11,235,2.8
2025-11-09,/contact,11,226,3.2
2025-11-09,/locations/stockholm,10,195,3.6
2025-11-09,/locations/helsinki,11,192,4.0
2025-11-09,/locations/oslo,10,171,4.4
2025-11-09,/pricing,7,110,4.8
2025-11-09,/membership,6,86,5.2
2025-11-09,/blog,5,81,5.6
2025-11-10,/,10,262,2.0
2025-11-10,/booking,11,254,2.4
2025-11-10,/about,11,239,2.8
2025-11-10,/contact,10,211,3.2
2025-11-10,/locations/stockholm,11,209,3.6
2025-11-10,/locations/helsinki,9,163,4.0
2025-11-10,/locations/oslo,9,155,4.4
2025-11-10,/pricing,8,132,4.8
2025-11-10,/membership,6,86,5.2
2025-11-10,/blog,5,72,5.6
2025-11-11,/,10,260,2.0
2025-11-11,/booking,13,297,2.4
2025-11-11,/about,10,217,2.8
2025-11-11,/contact,12,249,3.2
2025-11-11,/locations/stockholm,11,221,3.6
2025-11-11,/locations/helsinki,10,176,4.0
2025-11-11,/locations/oslo,10,170,4.4
2025-11-11,/pricing,7,120,4.8
2025-11-11,/membership,6,94,5.2
2025-11-11,/blog,4,66,5.6
2025-11-12,/,13,320,2.0
2025-11-12,/booking,12,269,2.4
2025-11-12,/about,13,286,2.8
2025-11-12,/contact,12,250,3.2
2025-11-12,/locations/stockholm,10,201,3.6
2025-11-12,/locations/helsinki,9,172,4.0
2025-11-12,/locations/oslo,8,138,4.4
2025-11-12,/pricing,7,112,4.8
2025-11-12,/membership,6,92,5.2
2025-11-12,/blog,5,76,5.6
2025-11-13,/,11,268,2.0
2025-11-13,/booking,13,307,2.4
2025-11-13,/about,13,285,2.8
2025-11-13,/contact,10,209,3.2
2025-11-13,/locations/stockholm,11,209,3.6
2025-11-13,/locations/helsinki,9,170,4.0
2025-11-13,/locations/oslo,9,151,4.4
2025-11-13,/pricing,8,135,4.8
2025-11-13,/membership,7,103,5.2
2025-11-13,/blog,5,79,5.6
2025-11-14,/,11,268,2.0
2025-11-14,/booking,11,253,2.4
2025-11-14,/about,13,277,2.8
2025-11-14,/contact,13,257,3.2
2025-11-14,/locations/stockholm,11,203,3.6
2025-11-14,/locations/helsinki,9,160,4.0
2025-11-14,/locations/oslo,9,151,4.4
2025-11-14,/pricing,8,124,4.8
2025-11-14,/membership,7,105,5.2
2025-11-14,/blog,5,71,5.6
2025-11-15,/,13,334,2.0
2025-11-15,/booking,14,314,2.4
2025-11-15,/about,13,281,2.8
2025-11-15,/contact,13,258,3.2
2025-11-15,/locations/stockholm,9,178,3.6
2025-11-15,/locations/helsinki,9,162,4.0
2025-11-15,/locations/oslo,9,162,4.4
2025-11-15,/pricing,8,124,4.8
2025-11-15,/membership,7,114,5.2
2025-11-15,/blog,4,67,5.6
2025-11-16,/,11,283,2.0
2025-11-16,/booking,12,287,2.4
2025-11-16,/about,11,243,2.8
2025-11-16,/contact,11,216,3.2
2025-11-16,/locations/stockholm,11,203,3.6
2025-11-16,/locations/helsinki,11,191,4.0
2025-11-16,/locations/oslo,9,147,4.4
2025-11-16,/pricing,7,108,4.8
2025-11-16,/membership,7,108,5.2
2025-11-16,/blog,5,80,5.6
2025-11-17,/,12,301,2.0
2025-11-17,/booking,12,284,2.4
2025-11-17,/about,11,240,2.8
2025-11-17,/contact,10,198,3.2
2025-11-17,/locations/stockholm,11,218,3.6
2025-11-17,/locations/helsinki,9,169,4.0
2025-11-17,/locations/oslo,10,172,4.4
2025-11-17,/pricing,9,143,4.8
2025-11-17,/membership,6,95,5.2
2025-11-17,/blog,5,68,5.6
2025-11-18,/,13,323,2.0
2025-11-18,/booking,13,297,2.4
2025-11-18,/about,10,215,2.8
2025-11-18,/contact,11,228,3.2
2025-11-18,/locations/stockholm,10,187,3.6
2025-11-18,/locations/helsinki,8,151,4.0
2025-11-18,/locations/oslo,9,147,4.4
2025-11-18,/pricing,7,111,4.8
2025-11-18,/membership,6,93,5.2
2025-11-18,/blog,5,76,5.6
2025-11-19,/,11,277,2.0
2025-11-19,/booking,11,264,2.4
2025-11-19,/about,12,266,2.8
2025-11-19,/contact,12,246,3.2
2025-11-19,/locations/stockholm,10,198,3.6
2025-11-19,/locations/helsinki,10,180,4.0
2025-11-19,/locations/oslo,8,142,4.4
2025-11-19,/pricing,8,139,4.8
2025-11-19,/membership,6,87,5.2
2025-11-19,/blog,4,66,5.6
2025-11-20,/,10,258,2.0
2025-11-20,/booking,10,242,2.4
2025-11-20,/about,12,260,2.8
2025-11-20,/contact,13,259,3.2
2025-11-20,/locations/stockholm,11,206,3.6
2025-11-20,/locations/helsinki,9,162,4.0
2025-11-20,/locations/oslo,10,164,4.4
2025-11-20,/pricing,7,120,4.8
2025-11-20,/membership,7,103,5.2
2025-11-20,/blog,5,74,5.6
2025-11-21,/,12,301,2.0
2025-11-21,/booking,10,242,2.4
2025-11-21,/about,13,282,2.8
2025-11-21,/contact,10,212,3.2
2025-11-21,/locations/stockholm,11,206,3.6
2025-11-21,/locations/helsinki,8,149,4.0
2025-11-21,/locations/oslo,9,148,4.4
2025-11-21,/pricing,8,135,4.8
2025-11-21,/membership,7,103,5.2
2025-11-21,/blog,5,71,5.6
2025-11-22,/,13,314,2.0
2025-11-22,/booking,13,299,2.4
2025-11-22,/about,10,224,2.8
2025-11-22,/contact,10,196,3.2
2025-11-22,/locations/stockholm,10,198,3.6
2025-11-22,/locations/helsinki,9,172,4.0
2025-11-22,/locations/oslo,8,130,4.4
2025-11-22,/pricing,8,132,4.8
2025-11-22,/membership,7,102,5.2
2025-11-22,/blog,5,71,5.6
2025-11-23,/,11,280,2.0
2025-11-23,/booking,11,258,2.4
2025-11-23,/about,10,221,2.8
2025-11-23,/contact,12,254,3.2
2025-11-23,/locations/stockholm,9,174,3.6
2025-11-23,/locations/helsinki,8,151,4.0
2025-11-23,/locations/oslo,9,163,4.4
2025-11-23,/pricing,8,123,4.8
2025-11-23,/membership,7,109,5.2
2025-11-23,/blog,5,75,5.6
2025-11-24,/,13,336,2.0
2025-11-24,/booking,11,263,2.4
2025-11-24,/about,12,256,2.8
2025-11-24,/contact,10,206,3.2
2025-11-24,/locations/stockholm,10,197,3.6
2025-11-24,/locations/helsinki,9,156,4.0
2025-11-24,/locations/oslo,9,150,4.4
2025-11-24,/pricing,8,123,4.8
2025-11-24,/membership,6,86,5.2
2025-11-24,/blog,4,66,5.6
2025-11-25,/,12,306,2.0
2025-11-25,/booking,13,293,2.4
2025-11-25,/about,12,262,2.8
2025-11-25,/contact,12,240,3.2
2025-11-25,/locations/stockholm,10,199,3.6
2025-11-25,/locations/helsinki,9,167,4.0
2025-11-25,/locations/oslo,9,158,4.4
2025-11-25,/pricing,7,116,4.8
2025-11-25,/membership,7,104,5.2
2025-11-25,/blog,4,66,5.6
2025-11-26,/,12,303,2.0
2025-11-26,/booking,13,293,2.4
2025-11-26,/about,11,236,2.8
2025-11-26,/contact,12,253,3.2
2025-11-26,/locations/stockholm,9,174,3.6
2025-11-26,/locations/helsinki,9,163,4.0
2025-11-26,/locations/oslo,9,158,4.4
2025-11-26,/pricing,8,137,4.8
2025-11-26,/membership,6,88,5.2
2025-11-26,/blog,4,66,5.6
2025-11-27,/,12,297,2.0
2025-11-27,/booking,11,262,2.4
2025-11-27,/about,12,254,2.8
2025-11-27,/contact,12,248,3.2
2025-11-27,/locations/stockholm,10,187,3.6
2025-11-27,/locations/helsinki,8,149,4.0
2025-11-27,/locations/oslo,9,158,4.4
2025-11-27,/pricing,8,127,4.8
2025-11-27,/membership,6,100,5.2
2025-11-27,/blog,5,81,5.6
2025-11-28,/,13,331,2.0
2025-11-28,/booking,11,246,2.4
2025-11-28,/about,13,275,2.8
2025-11-28,/contact,11,228,3.2
2025-11-28,/locations/stockholm,12,222,3.6
2025-11-28,/locations/helsinki,10,179,4.0
2025-11-28,/locations/oslo,10,168,4.4
2025-11-28,/pricing,8,137,4.8
2025-11-28,/membership,6,95,5.2
2025-11-28,/blog,5,78,5.6
2025-11-29,/,12,306,2.0
2025-11-29,/booking,12,278,2.4
2025-11-29,/about,10,221,2.8
2025-11-29,/contact,9,193,3.2
2025-11-29,/locations/stockholm,10,191,3.6
2025-11-29,/locations/helsinki,10,175,4.0
2025-11-29,/locations/oslo,9,152,4.4
2025-11-29,/pricing,8,126,4.8
2025-11-29,/membership,6,89,5.2
2025-11-29,/blog,5,82,5.6
2025-11-30,/,13,320,2.0
2025-11-30,/booking,13,305,2.4
2025-11-30,/about,13,279,2.8
2025-11-30,/contact,12,247,3.2
2025-11-30,/locations/stockholm,11,210,3.6
2025-11-30,/locations/helsinki,9,172,4.0
2025-11-30,/locations/oslo,9,156,4.4
2025-11-30,/pricing,7,116,4.8
2025-11-30,/membership,7,113,5.2
2025-11-30,/blog,5,78,5.6
2025-12-01,/,12,309,2.0
2025-12-01,/booking,12,282,2.4
2025-12-01,/about,12,264,2.8
2025-12-01,/contact,12,238,3.2
2025-12-01,/locations/stockholm,9,173,3.6
2025-12-01,/locations/helsinki,9,171,4.0
2025-12-01,/locations/oslo,10,171,4.4
2025-12-01,/pricing,8,135,4.8
2025-12-01,/membership,6,91,5.2
2025-12-01,/blog,5,73,5.6
2025-12-02,/,12,297,2.0
2025-12-02,/booking,14,314,2.4
2025-12-02,/about,13,284,2.8
2025-12-02,/contact,10,196,3.2
2025-12-02,/locations/stockholm,10,186,3.6
2025-12-02,/locations/helsinki,8,153,4.0
2025-12-02,/locations/oslo,8,136,4.4
2025-12-02,/pricing,8,123,4.8
2025-12-02,/membership,7,103,5.2
2025-12-02,/blog,5,82,5.6
2025-12-03,/,11,263,2.0
2025-12-03,/booking,11,257,2.4
2025-12-03,/about,12,258,2.8
2025-12-03,/contact,11,222,3.2
2025-12-03,/locations/stockholm,10,188,3.6
2025-12-03,/locations/helsinki,9,158,4.0
2025-12-03,/locations/oslo,9,159,4.4
2025-12-03,/pricing,7,115,4.8
2025-12-03,/membership,7,106,5.2
2025-12-03,/blog,6,84,5.6
2025-12-04,/,11,274,2.0
2025-12-04,/booking,13,293,2.4
2025-12-04,/about,13,273,2.8
2025-12-04,/contact,11,234,3.2
2025-12-04,/locations/stockholm,10,190,3.6
2025-12-04,/locations/helsinki,9,161,4.0
2025-12-04,/locations/oslo,9,163,4.4
2025-12-04,/pricing,7,118,4.8
2025-12-04,/membership,7,109,5.2
2025-12-04,/blog,6,83,5.6
2025-12-05,/,13,333,2.0
2025-12-05,/booking,13,301,2.4
2025-12-05,/about,13,280,2.8
2025-12-05,/contact,12,254,3.2
2025-12-05,/locations/stockholm,10,200,3.6
2025-12-05,/locations/helsinki,9,164,4.0
2025-12-05,/locations/oslo,8,136,4.4
2025-12-05,/pricing,7,121,4.8
2025-12-05,/membership,6,93,5.2
2025-12-05,/blog,6,83,5.6
2025-12-06,/,13,331,2.0
2025-12-06,/booking,12,270,2.4
2025-12-06,/about,13,273,2.8
2025-12-06,/contact,12,235,3.2
2025-12-06,/locations/stockholm,11,204,3.6
2025-12-06,/locations/helsinki,11,191,4.0
2025-12-06,/locations/oslo,10,164,4.4
2025-12-06,/pricing,8,136,4.8
2025-12-06,/membership,6,101,5.2
2025-12-06,/blog,5,71,5.6
2025-12-07,/,12,291,2.0
2025-12-07,/booking,12,290,2.4
2025-12-07,/about,13,281,2.8
2025-12-07,/contact,12,240,3.2
2025-12-07,/locations/stockholm,11,217,3.6
2025-12-07,/locations/helsinki,9,164,4.0
2025-12-07,/locations/oslo,9,147,4.4
2025-12-07,/pricing,8,134,4.8
2025-12-07,/membership,7,111,5.2
2025-12-07,/blog,5,75,5.6
2025-12-08,/,10,257,2.0
2025-12-08,/booking,13,307,2.4
2025-12-08,/about,10,220,2.8
2025-12-08,/contact,11,227,3.2
2025-12-08,/locations/stockholm,10,199,3.6
2025-12-08,/locations/helsinki,11,199,4.0
2025-12-08,/locations/oslo,8,133,4.4
2025-12-08,/pricing,8,131,4.8
2025-12-08,/membership,6,94,5.2
2025-12-08,/blog,5,74,5.6
2025-12-09,/,12,292,2.0
2025-12-09,/booking,11,263,2.4
2025-12-09,/about,13,279,2.8
2025-12-09,/contact,12,240,3.2
2025-12-09,/locations/stockholm,12,224,3.6
2025-12-09,/locations/helsinki,11,191,4.0
2025-12-09,/locations/oslo,8,146,4.4
2025-12-09,/pricing,7,109,4.8
2025-12-09,/membership,6,94,5.2
2025-12-09,/blog,5,72,5.6
2025-12-10,/,11,264,2.0
2025-12-10,/booking,11,246,2.4
2025-12-10,/about,10,214,2.8
2025-12-10,/contact,11,221,3.2
2025-12-10,/locations/stockholm,9,180,3.6
2025-12-10,/locations/helsinki,9,163,4.0
2025-12-10,/locations/oslo,9,149,4.4
2025-12-10,/pricing,7,112,4.8
2025-12-10,/membership,6,87,5.2
2025-12-10,/blog,5,81,5.6
2025-12-11,/,13,335,2.0
2025-12-11,/booking,11,262,2.4
2025-12-11,/about,11,247,2.8
2025-12-11,/contact,10,211,3.2
2025-12-11,/locations/stockholm,10,198,3.6
2025-12-11,/locations/helsinki,8,153,4.0
2025-12-11,/locations/oslo,9,148,4.4
2025-12-11,/pricing,8,124,4.8
2025-12-11,/membership,6,94,5.2
2025-12-11,/blog,6,83,5.6
2025-12-12,/,12,293,2.0
2025-12-12,/booking,11,246,2.4
2025-12-12,/about,12,269,2.8
2025-12-12,/contact,10,201,3.2
2025-12-12,/locations/stockholm,9,175,3.6
2025-12-12,/locations/helsinki,9,168,4.0
2025-12-12,/locations/oslo,9,163,4.4
2025-12-12,/pricing,9,142,4.8
2025-12-12,/membership,7,105,5.2
2025-12-12,/blog,6,84,5.6
2025-12-13,/,12,306,2.0
2025-12-13,/booking,11,249,2.4
2025-12-13,/about,12,255,2.8
2025-12-13,/contact,12,241,3.2
2025-12-13,/locations/stockholm,9,174,3.6
2025-12-13,/locations/helsinki,9,171,4.0
2025-12-13,/locations/oslo,8,131,4.4
2025-12-13,/pricing,7,121,4.8
2025-12-13,/membership,7,102,5.2
2025-12-13,/blog,5,80,5.6
2025-12-14,/,11,287,2.0
2025-12-14,/booking,10,244,2.4
2025-12-14,/about,12,250,2.8
2025-12-14,/contact,10,200,3.2
2025-12-14,/locations/stockholm,9,176,3.6
2025-12-14,/locations/helsinki,10,187,4.0
2025-12-14,/locations/oslo,9,155,4.4
2025-12-14,/pricing,8,126,4.8
2025-12-14,/membership,6,90,5.2
2025-12-14,/blog,6,84,5.6
2025-12-15,/,13,332,2.0
2025-12-15,/booking,13,303,2.4
2025-12-15,/about,10,217,2.8
2025-12-15,/contact,10,196,3.2
2025-12-15,/locations/stockholm,10,198,3.6
2025-12-15,/locations/helsinki,9,164,4.0
2025-12-15,/locations/oslo,8,143,4.4
2025-12-15,/pricing,8,133,4.8
2025-12-15,/membership,7,113,5.2
2025-12-15,/blog,5,77,5.6
2025-12-16,/,10,258,2.0
2025-12-16,/booking,10,237,2.4
2025-12-16,/about,11,230,2.8
2025-12-16,/contact,9,192,3.2
2025-12-16,/locations/stockholm,9,178,3.6
2025-12-16,/locations/helsinki,8,152,4.0
2025-12-16,/locations/oslo,8,140,4.4
2025-12-16,/pricing,7,108,4.8
2025-12-16,/membership,7,112,5.2
2025-12-16,/blog,5,76,5.6
2025-12-17,/,13,333,2.0
2025-12-17,/booking,12,290,2.4
2025-12-17,/about,11,247,2.8
2025-12-17,/contact,11,223,3.2
2025-12-17,/locations/stockholm,11,213,3.6
2025-12-17,/locations/helsinki,9,166,4.0
2025-12-17,/locations/oslo,9,151,4.4
2025-12-17,/pricing,7,111,4.8
2025-12-17,/membership,7,109,5.2
2025-12-17,/blog,5,71,5.6
2025-12-18,/,11,271,2.0
2025-12-18,/booking,13,295,2.4
2025-12-18,/about,10,219,2.8
2025-12-18,/contact,13,256,3.2
2025-12-18,/locations/stockholm,11,211,3.6
2025-12-18,/locations/helsinki,10,188,4.0
2025-12-18,/locations/oslo,8,131,4.4
2025-12-18,/pricing,8,127,4.8
2025-12-18,/membership,6,86,5.2
2025-12-18,/blog,5,71,5.6
2025-12-19,/,13,320,2.0
2025-12-19,/booking,11,252,2.4
2025-12-19,/about,12,265,2.8
2025-12-19,/contact,11,228,3.2
2025-12-19,/locations/stockholm,12,225,3.6
