data_date,query,clicks,impressions,avg_position,ctr
2025-09-02,sauna voucher,8,104,4.5,0.0769
2025-09-02,sauna gift card,9,104,5.0,0.0865
2025-09-02,sauna day pass,7,75,5.5,0.0933
2025-09-02,popup sauna,6,63,6.0,0.0952
2025-09-03,sauna near me,9,186,1.5,0.0484
2025-09-03,northern sauna stockholm,10,187,2.0,0.0535
2025-09-03,northern sauna helsinki,10,160,2.5,0.0625
2025-09-03,northern sauna oslo,10,161,3.0,0.0621
2025-09-03,outdoor sauna booking,11,153,3.5,0.0719
2025-09-03,wood-fired sauna,10,134,4.0,0.0746
2025-09-03,sauna voucher,8,103,4.5,0.0777
2025-09-03,sauna gift card,8,97,5.0,0.0825
2025-09-03,sauna day pass,7,77,5.5,0.0909
2025-09-03,popup sauna,6,68,6.0,0.0882
2025-09-04,sauna near me,11,222,1.5,0.0495
2025-09-04,northern sauna stockholm,11,204,2.0,0.0539
2025-09-04,northern sauna helsinki,11,190,2.5,0.0579
2025-09-04,northern sauna oslo,10,150,3.0,0.0667
2025-09-04,outdoor sauna booking,11,153,3.5,0.0719
2025-09-04,wood-fired sauna,9,120,4.0,0.075
2025-09-04,sauna voucher,8,97,4.5,0.0825
2025-09-04,sauna gift card,8,98,5.0,0.0816
2025-09-04,sauna day pass,7,82,5.5,0.0854
2025-09-04,popup sauna,7,70,6.0,0.1
2025-09-05,sauna near me,11,220,1.5,0.05
2025-09-05,northern sauna stockholm,11,207,2.0,0.0531
2025-09-05,northern sauna helsinki,11,180,2.5,0.0611
2025-09-05,northern sauna oslo,10,161,3.0,0.0621
2025-09-05,outdoor sauna booking,8,120,3.5,0.0667
2025-09-05,wood-fired sauna,8,111,4.0,0.0721
2025-09-05,sauna voucher,8,98,4.5,0.0816
2025-09-05,sauna gift card,7,88,5.0,0.0795
2025-09-05,sauna day pass,8,89,5.5,0.0899
2025-09-05,popup sauna,7,69,6.0,0.1014
2025-09-06,sauna near me,10,208,1.5,0.0481
2025-09-06,northern sauna stockholm,9,164,2.0,0.0549
2025-09-06,northern sauna helsinki,11,178,2.5,0.0618
2025-09-06,northern sauna oslo,11,166,3.0,0.0663
2025-09-06,outdoor sauna booking,9,132,3.5,0.0682
2025-09-06,wood-fired sauna,9,115,4.0,0.0783
2025-09-06,sauna voucher,9,116,4.5,0.0776
2025-09-06,sauna gift card,7,84,5.0,0.0833
2025-09-06,sauna day pass,7,82,5.5,0.0854
2025-09-06,popup sauna,7,74,6.0,0.0946
2025-09-07,sauna near me,9,171,1.5,0.0526
2025-09-07,northern sauna stockholm,9,167,2.0,0.0539
2025-09-07,northern sauna helsinki,10,172,2.5,0.0581
2025-09-07,northern sauna oslo,9,135,3.0,0.0667
2025-09-07,outdoor sauna booking,10,149,3.5,0.0671
2025-09-07,wood-fired sauna,8,109,4.0,0.0734
2025-09-07,sauna voucher,8,100,4.5,0.08
2025-09-07,sauna gift card,8,96,5.0,0.0833
2025-09-07,sauna day pass,8,88,5.5,0.0909
2025-09-07,popup sauna,6,62,6.0,0.0968
2025-09-08,sauna near me,9,173,1.5,0.052
2025-09-08,northern sauna stockholm,10,177,2.0,0.0565
2025-09-08,northern sauna helsinki,9,148,2.5,0.0608
2025-09-08,northern sauna oslo,9,141,3.0,0.0638
2025-09-08,outdoor sauna booking,10,139,3.5,0.0719
2025-09-08,wood-fired sauna,10,139,4.0,0.0719
2025-09-08,sauna voucher,10,123,4.5,0.0813
2025-09-08,sauna gift card,9,101,5.0,0.0891
2025-09-08,sauna day pass,8,88,5.5,0.0909
2025-09-08,popup sauna,6,66,6.0,0.0909
2025-09-09,sauna near me,11,227,1.5,0.0485
2025-09-09,northern sauna stockholm,11,204,2.0,0.0539
2025-09-09,northern sauna helsinki,11,178,2.5,0.0618
2025-09-09,northern sauna oslo,9,143,3.0,0.0629
2025-09-09,outdoor sauna booking,11,151,3.5,0.0728
2025-09-09,wood-fired sauna,10,139,4.0,0.0719
2025-09-09,sauna voucher,9,109,4.5,0.0826
2025-09-09,sauna gift card,8,91,5.0,0.0879
2025-09-09,sauna day pass,7,77,5.5,0.0909
2025-09-09,popup sauna,7,70,6.0,0.1
2025-09-10,sauna near me,11,227,1.5,0.0485
2025-09-10,northern sauna stockholm,10,179,2.0,0.0559
2025-09-10,northern sauna helsinki,9,150,2.5,0.06
2025-09-10,northern sauna oslo,9,134,3.0,0.0672
2025-09-10,outdoor sauna booking,11,154,3.5,0.0714
2025-09-10,wood-fired sauna,9,118,4.0,0.0763
2025-09-10,sauna voucher,10,121,4.5,0.0826
2025-09-10,sauna gift card,7,84,5.0,0.0833
2025-09-10,sauna day pass,6,69,5.5,0.087
2025-09-10,popup sauna,6,61,6.0,0.0984
2025-09-11,sauna near me,9,189,1.5,0.0476
2025-09-11,northern sauna stockholm,12,213,2.0,0.0563
2025-09-11,northern sauna helsinki,9,157,2.5,0.0573
2025-09-11,northern sauna oslo,11,166,3.0,0.0663
2025-09-11,outdoor sauna booking,11,158,3.5,0.0696
2025-09-11,wood-fired sauna,10,136,4.0,0.0735
2025-09-11,sauna voucher,10,126,4.5,0.0794
2025-09-11,sauna gift card,7,86,5.0,0.0814
2025-09-11,sauna day pass,8,84,5.5,0.0952
2025-09-11,popup sauna,6,65,6.0,0.0923
2025-09-12,sauna near me,11,222,1.5,0.0495
2025-09-12,northern sauna stockholm,11,198,2.0,0.0556
2025-09-12,northern sauna helsinki,11,184,2.5,0.0598
2025-09-12,northern sauna oslo,10,150,3.0,0.0667
2025-09-12,outdoor sauna booking,10,147,3.5,0.068
2025-09-12,wood-fired sauna,10,139,4.0,0.0719
2025-09-12,sauna voucher,8,100,4.5,0.08
2025-09-12,sauna gift card,7,82,5.0,0.0854
2025-09-12,sauna day pass,7,75,5.5,0.0933
2025-09-12,popup sauna,7,72,6.0,0.0972
2025-09-13,sauna near me,10,198,1.5,0.0505
2025-09-13,northern sauna stockholm,9,172,2.0,0.0523
2025-09-13,northern sauna helsinki,11,191,2.5,0.0576
2025-09-13,northern sauna oslo,9,134,3.0,0.0672
2025-09-13,outdoor sauna booking,11,153,3.5,0.0719
2025-09-13,wood-fired sauna,10,136,4.0,0.0735
2025-09-13,sauna voucher,9,111,4.5,0.0811
2025-09-13,sauna gift card,7,88,5.0,0.0795
2025-09-13,sauna day pass,7,78,5.5,0.0897
2025-09-13,popup sauna,6,62,6.0,0.0968
2025-09-14,sauna near me,9,179,1.5,0.0503
2025-09-14,northern sauna stockholm,10,190,2.0,0.0526
2025-09-14,northern sauna helsinki,9,154,2.5,0.0584
2025-09-14,northern sauna oslo,12,178,3.0,0.0674
2025-09-14,outdoor sauna booking,10,143,3.5,0.0699
2025-09-14,wood-fired sauna,8,111,4.0,0.0721
2025-09-14,sauna voucher,9,114,4.5,0.0789
2025-09-14,sauna gift card,8,92,5.0,0.087
2025-09-14,sauna day pass,6,72,5.5,0.0833
2025-09-14,popup sauna,6,61,6.0,0.0984
2025-09-15,sauna near me,9,185,1.5,0.0486
2025-09-15,northern sauna stockholm,10,190,2.0,0.0526
2025-09-15,northern sauna helsinki,10,159,2.5,0.0629
2025-09-15,northern sauna oslo,9,134,3.0,0.0672
2025-09-15,outdoor sauna booking,11,153,3.5,0.0719
2025-09-15,wood-fired sauna,9,117,4.0,0.0769
2025-09-15,sauna voucher,8,104,4.5,0.0769
2025-09-15,sauna gift card,8,93,5.0,0.086
2025-09-15,sauna day pass,8,87,5.5,0.092
2025-09-15,popup sauna,6,67,6.0,0.0896
2025-09-16,sauna near me,9,175,1.5,0.0514
2025-09-16,northern sauna stockholm,10,183,2.0,0.0546
2025-09-16,northern sauna helsinki,11,183,2.5,0.0601
2025-09-16,northern sauna oslo,9,134,3.0,0.0672
2025-09-16,outdoor sauna booking,8,121,3.5,0.0661
2025-09-16,wood-fired sauna,10,133,4.0,0.0752
2025-09-16,sauna voucher,9,110,4.5,0.0818
2025-09-16,sauna gift card,7,85,5.0,0.0824
2025-09-16,sauna day pass,8,84,5.5,0.0952
2025-09-16,popup sauna,5,57,6.0,0.0877
2025-09-17,sauna near me,10,197,1.5,0.0508
2025-09-17,northern sauna stockholm,11,203,2.0,0.0542
2025-09-17,northern sauna helsinki,9,154,2.5,0.0584
2025-09-17,northern sauna oslo,10,159,3.0,0.0629
2025-09-17,outdoor sauna booking,9,135,3.5,0.0667
2025-09-17,wood-fired sauna,11,140,4.0,0.0786
2025-09-17,sauna voucher,9,115,4.5,0.0783
2025-09-17,sauna gift card,8,91,5.0,0.0879
2025-09-17,sauna day pass,7,80,5.5,0.0875
2025-09-17,popup sauna,6,66,6.0,0.0909
2025-09-18,sauna near me,11,229,1.5,0.048
2025-09-18,northern sauna stockholm,11,199,2.0,0.0553
2025-09-18,northern sauna helsinki,11,181,2.5,0.0608
2025-09-18,northern sauna oslo,12,177,3.0,0.0678
2025-09-18,outdoor sauna booking,9,125,3.5,0.072
2025-09-18,wood-fired sauna,9,124,4.0,0.0726
2025-09-18,sauna voucher,10,125,4.5,0.08
2025-09-18,sauna gift card,9,105,5.0,0.0857
2025-09-18,sauna day pass,7,73,5.5,0.0959
2025-09-18,popup sauna,6,63,6.0,0.0952
2025-09-19,sauna near me,9,181,1.5,0.0497
2025-09-19,northern sauna stockholm,11,196,2.0,0.0561
2025-09-19,northern sauna helsinki,11,176,2.5,0.0625
2025-09-19,northern sauna oslo,10,159,3.0,0.0629
2025-09-19,outdoor sauna booking,11,157,3.5,0.0701
2025-09-19,wood-fired sauna,8,110,4.0,0.0727
2025-09-19,sauna voucher,10,125,4.5,0.08
2025-09-19,sauna gift card,8,95,5.0,0.0842
2025-09-19,sauna day pass,6,69,5.5,0.087
2025-09-19,popup sauna,7,73,6.0,0.0959
2025-09-20,sauna near me,11,226,1.5,0.0487
2025-09-20,northern sauna stockholm,12,210,2.0,0.0571
2025-09-20,northern sauna helsinki,11,187,2.5,0.0588
2025-09-20,northern sauna oslo,9,145,3.0,0.0621
2025-09-20,outdoor sauna booking,9,131,3.5,0.0687
2025-09-20,wood-fired sauna,9,119,4.0,0.0756
2025-09-20,sauna voucher,8,101,4.5,0.0792
2025-09-20,sauna gift card,9,107,5.0,0.0841
2025-09-20,sauna day pass,7,81,5.5,0.0864
2025-09-20,popup sauna,6,60,6.0,0.1
2025-09-21,sauna near me,11,216,1.5,0.0509
2025-09-21,northern sauna stockholm,11,192,2.0,0.0573
2025-09-21,northern sauna helsinki,10,164,2.5,0.061
2025-09-21,northern sauna oslo,11,174,3.0,0.0632
2025-09-21,outdoor sauna booking,10,142,3.5,0.0704
2025-09-21,wood-fired sauna,10,130,4.0,0.0769
2025-09-21,sauna voucher,8,95,4.5,0.0842
2025-09-21,sauna gift card,8,99,5.0,0.0808
2025-09-21,sauna day pass,7,78,5.5,0.0897
2025-09-21,popup sauna,7,70,6.0,0.1
2025-09-22,sauna near me,9,173,1.5,0.052
2025-09-22,northern sauna stockholm,10,179,2.0,0.0559
2025-09-22,northern sauna helsinki,9,148,2.5,0.0608
2025-09-22,northern sauna oslo,11,175,3.0,0.0629
2025-09-22,outdoor sauna booking,10,137,3.5,0.073
2025-09-22,wood-fired sauna,8,111,4.0,0.0721
2025-09-22,sauna voucher,9,118,4.5,0.0763
2025-09-22,sauna gift card,9,106,5.0,0.0849
2025-09-22,sauna day pass,8,87,5.5,0.092
2025-09-22,popup sauna,7,72,6.0,0.0972
2025-09-23,sauna near me,11,221,1.5,0.0498
2025-09-23,northern sauna stockholm,12,212,2.0,0.0566
2025-09-23,northern sauna helsinki,10,163,2.5,0.0613
2025-09-23,northern sauna oslo,10,148,3.0,0.0676
2025-09-23,outdoor sauna booking,9,124,3.5,0.0726
2025-09-23,wood-fired sauna,10,138,4.0,0.0725
2025-09-23,sauna voucher,10,124,4.5,0.0806
2025-09-23,sauna gift card,8,89,5.0,0.0899
2025-09-23,sauna day pass,7,83,5.5,0.0843
2025-09-23,popup sauna,6,60,6.0,0.1
2025-09-24,sauna near me,11,222,1.5,0.0495
2025-09-24,northern sauna stockholm,9,158,2.0,0.057
2025-09-24,northern sauna helsinki,11,180,2.5,0.0611
2025-09-24,northern sauna oslo,10,157,3.0,0.0637
2025-09-24,outdoor sauna booking,9,131,3.5,0.0687
2025-09-24,wood-fired sauna,11,141,4.0,0.078
2025-09-24,sauna voucher,9,109,4.5,0.0826
2025-09-24,sauna gift card,8,96,5.0,0.0833
2025-09-24,sauna day pass,6,70,5.5,0.0857
2025-09-24,popup sauna,6,63,6.0,0.0952
2025-09-25,sauna near me,9,180,1.5,0.05
2025-09-25,northern sauna stockholm,10,188,2.0,0.0532
2025-09-25,northern sauna helsinki,10,174,2.5,0.0575
2025-09-25,northern sauna oslo,9,143,3.0,0.0629
2025-09-25,outdoor sauna booking,11,159,3.5,0.0692
2025-09-25,wood-fired sauna,9,118,4.0,0.0763
2025-09-25,sauna voucher,9,115,4.5,0.0783
2025-09-25,sauna gift card,9,109,5.0,0.0826
2025-09-25,sauna day pass,8,87,5.5,0.092
2025-09-25,popup sauna,7,70,6.0,0.1
2025-09-26,sauna near me,9,174,1.5,0.0517
2025-09-26,northern sauna stockholm,10,186,2.0,0.0538
2025-09-26,northern sauna helsinki,11,183,2.5,0.0601
2025-09-26,northern sauna oslo,11,162,3.0,0.0679
2025-09-26,outdoor sauna booking,10,143,3.5,0.0699
2025-09-26,wood-fired sauna,11,141,4.0,0.078
2025-09-26,sauna voucher,9,112,4.5,0.0804
2025-09-26,sauna gift card,9,105,5.0,0.0857
2025-09-26,sauna day pass,8,89,5.5,0.0899
2025-09-26,popup sauna,7,71,6.0,0.0986
2025-09-27,sauna near me,9,179,1.5,0.0503
2025-09-27,northern sauna stockholm,11,200,2.0,0.055
2025-09-27,northern sauna helsinki,11,185,2.5,0.0595
2025-09-27,northern sauna oslo,11,163,3.0,0.0675
2025-09-27,outdoor sauna booking,9,135,3.5,0.0667
2025-09-27,wood-fired sauna,9,117,4.0,0.0769
2025-09-27,sauna voucher,9,115,4.5,0.0783
2025-09-27,sauna gift card,9,102,5.0,0.0882
2025-09-27,sauna day pass,8,90,5.5,0.0889
2025-09-27,popup sauna,6,62,6.0,0.0968
2025-09-28,sauna near me,9,187,1.5,0.0481
2025-09-28,northern sauna stockholm,11,198,2.0,0.0556
2025-09-28,northern sauna helsinki,12,194,2.5,0.0619
2025-09-28,northern sauna oslo,9,145,3.0,0.0621
2025-09-28,outdoor sauna booking,9,131,3.5,0.0687
2025-09-28,wood-fired sauna,11,140,4.0,0.0786
2025-09-28,sauna voucher,8,102,4.5,0.0784
2025-09-28,sauna gift card,8,93,5.0,0.086
2025-09-28,sauna day pass,8,92,5.5,0.087
2025-09-28,popup sauna,7,71,6.0,0.0986
2025-09-29,sauna near me,9,185,1.5,0.0486
2025-09-29,northern sauna stockholm,12,210,2.0,0.0571
2025-09-29,northern sauna helsinki,11,188,2.5,0.0585
2025-09-29,northern sauna oslo,12,177,3.0,0.0678
2025-09-29,outdoor sauna booking,10,136,3.5,0.0735
2025-09-29,wood-fired sauna,10,131,4.0,0.0763
2025-09-29,sauna voucher,8,106,4.5,0.0755
2025-09-29,sauna gift card,8,93,5.0,0.086
2025-09-29,sauna day pass,8,84,5.5,0.0952
2025-09-29,popup sauna,6,63,6.0,0.0952
2025-09-30,sauna near me,10,195,1.5,0.0513
2025-09-30,northern sauna stockholm,10,187,2.0,0.0535
2025-09-30,northern sauna helsinki,9,150,2.5,0.06
2025-09-30,northern sauna oslo,12,178,3.0,0.0674
2025-09-30,outdoor sauna booking,11,154,3.5,0.0714
2025-09-30,wood-fired sauna,9,124,4.0,0.0726
2025-09-30,sauna voucher,9,118,4.5,0.0763
2025-09-30,sauna gift card,9,109,5.0,0.0826
2025-09-30,sauna day pass,7,80,5.5,0.0875
2025-09-30,popup sauna,7,69,6.0,0.1014
2025-10-01,sauna near me,9,175,1.5,0.0514
2025-10-01,northern sauna stockholm,12,210,2.0,0.0571
2025-10-01,northern sauna helsinki,9,153,2.5,0.0588
2025-10-01,northern sauna oslo,11,169,3.0,0.0651
2025-10-01,outdoor sauna booking,10,139,3.5,0.0719
2025-10-01,wood-fired sauna,10,130,4.0,0.0769
2025-10-01,sauna voucher,9,113,4.5,0.0796
2025-10-01,sauna gift card,8,93,5.0,0.086
2025-10-01,sauna day pass,8,91,5.5,0.0879
2025-10-01,popup sauna,6,61,6.0,0.0984
2025-10-02,sauna near me,9,184,1.5,0.0489
2025-10-02,northern sauna stockholm,11,207,2.0,0.0531
2025-10-02,northern sauna helsinki,10,160,2.5,0.0625
2025-10-02,northern sauna oslo,9,137,3.0,0.0657
2025-10-02,outdoor sauna booking,9,126,3.5,0.0714
2025-10-02,wood-fired sauna,9,120,4.0,0.075
2025-10-02,sauna voucher,10,122,4.5,0.082
2025-10-02,sauna gift card,8,100,5.0,0.08
2025-10-02,sauna day pass,6,71,5.5,0.0845
2025-10-02,popup sauna,6,66,6.0,0.0909
2025-10-03,sauna near me,10,207,1.5,0.0483
2025-10-03,northern sauna stockholm,11,202,2.0,0.0545
2025-10-03,northern sauna helsinki,10,173,2.5,0.0578
2025-10-03,northern sauna oslo,10,148,3.0,0.0676
2025-10-03,outdoor sauna booking,11,161,3.5,0.0683
2025-10-03,wood-fired sauna,9,116,4.0,0.0776
2025-10-03,sauna voucher,10,125,4.5,0.08
2025-10-03,sauna gift card,7,87,5.0,0.0805
2025-10-03,sauna day pass,7,80,5.5,0.0875
2025-10-03,popup sauna,5,57,6.0,0.0877
2025-10-04,sauna near me,11,224,1.5,0.0491
2025-10-04,northern sauna stockholm,10,184,2.0,0.0543
2025-10-04,northern sauna helsinki,11,190,2.5,0.0579
2025-10-04,northern sauna oslo,11,170,3.0,0.0647
2025-10-04,outdoor sauna booking,9,127,3.5,0.0709
2025-10-04,wood-fired sauna,8,108,4.0,0.0741
2025-10-04,sauna voucher,10,124,4.5,0.0806
2025-10-04,sauna gift card,8,97,5.0,0.0825
2025-10-04,sauna day pass,8,88,5.5,0.0909
2025-10-04,popup sauna,7,69,6.0,0.1014
2025-10-05,sauna near me,11,216,1.5,0.0509
2025-10-05,northern sauna stockholm,10,184,2.0,0.0543
2025-10-05,northern sauna helsinki,11,182,2.5,0.0604
2025-10-05,northern sauna oslo,11,174,3.0,0.0632
2025-10-05,outdoor sauna booking,10,149,3.5,0.0671
2025-10-05,wood-fired sauna,11,141,4.0,0.078
2025-10-05,sauna voucher,8,101,4.5,0.0792
2025-10-05,sauna gift card,9,104,5.0,0.0865
2025-10-05,sauna day pass,7,81,5.5,0.0864
2025-10-05,popup sauna,5,56,6.0,0.0893
2025-10-06,sauna near me,10,209,1.5,0.0478
2025-10-06,northern sauna stockholm,11,192,2.0,0.0573
2025-10-06,northern sauna helsinki,12,195,2.5,0.0615
2025-10-06,northern sauna oslo,11,162,3.0,0.0679
2025-10-06,outdoor sauna booking,9,124,3.5,0.0726
2025-10-06,wood-fired sauna,11,143,4.0,0.0769
2025-10-06,sauna voucher,8,104,4.5,0.0769
2025-10-06,sauna gift card,9,101,5.0,0.0891
2025-10-06,sauna day pass,7,82,5.5,0.0854
2025-10-06,popup sauna,6,62,6.0,0.0968
2025-10-07,sauna near me,10,194,1.5,0.0515
2025-10-07,northern sauna stockholm,11,193,2.0,0.057
2025-10-07,northern sauna helsinki,11,189,2.5,0.0582
2025-10-07,northern sauna oslo,11,176,3.0,0.0625
2025-10-07,outdoor sauna booking,11,161,3.5,0.0683
2025-10-07,wood-fired sauna,8,111,4.0,0.0721
2025-10-07,sauna voucher,8,100,4.5,0.08
2025-10-07,sauna gift card,7,87,5.0,0.0805
2025-10-07,sauna day pass,8,91,5.5,0.0879
2025-10-07,popup sauna,5,57,6.0,0.0877
2025-10-08,sauna near me,11,212,1.5,0.0519
2025-10-08,northern sauna stockholm,12,210,2.0,0.0571
2025-10-08,northern sauna helsinki,10,174,2.5,0.0575
2025-10-08,northern sauna oslo,9,132,3.0,0.0682
2025-10-08,outdoor sauna booking,9,122,3.5,0.0738
2025-10-08,wood-fired sauna,10,133,4.0,0.0752
2025-10-08,sauna voucher,9,107,4.5,0.0841
2025-10-08,sauna gift card,8,95,5.0,0.0842
2025-10-08,sauna day pass,6,69,5.5,0.087
2025-10-08,popup sauna,7,73,6.0,0.0959
2025-10-09,sauna near me,11,224,1.5,0.0491
2025-10-09,northern sauna stockholm,11,191,2.0,0.0576
2025-10-09,northern sauna helsinki,10,169,2.5,0.0592
2025-10-09,northern sauna oslo,10,150,3.0,0.0667
2025-10-09,outdoor sauna booking,9,127,3.5,0.0709
2025-10-09,wood-fired sauna,11,141,4.0,0.078
2025-10-09,sauna voucher,9,110,4.5,0.0818
2025-10-09,sauna gift card,7,84,5.0,0.0833
2025-10-09,sauna day pass,8,87,5.5,0.092
2025-10-09,popup sauna,7,74,6.0,0.0946
2025-10-10,sauna near me,9,187,1.5,0.0481
2025-10-10,northern sauna stockholm,11,195,2.0,0.0564
2025-10-10,northern sauna helsinki,12,195,2.5,0.0615
2025-10-10,northern sauna oslo,9,137,3.0,0.0657
2025-10-10,outdoor sauna booking,11,153,3.5,0.0719
2025-10-10,wood-fired sauna,9,125,4.0,0.072
2025-10-10,sauna voucher,9,116,4.5,0.0776
2025-10-10,sauna gift card,7,86,5.0,0.0814
2025-10-10,sauna day pass,7,73,5.5,0.0959
2025-10-10,popup sauna,6,66,6.0,0.0909
2025-10-11,sauna near me,9,185,1.5,0.0486
2025-10-11,northern sauna stockholm,10,190,2.0,0.0526
2025-10-11,northern sauna helsinki,9,149,2.5,0.0604
2025-10-11,northern sauna oslo,11,168,3.0,0.0655
2025-10-11,outdoor sauna booking,9,131,3.5,0.0687
2025-10-11,wood-fired sauna,10,134,4.0,0.0746
2025-10-11,sauna voucher,8,99,4.5,0.0808
2025-10-11,sauna gift card,9,104,5.0,0.0865
2025-10-11,sauna day pass,6,68,5.5,0.0882
2025-10-11,popup sauna,6,59,6.0,0.1017
2025-10-12,sauna near me,10,190,1.5,0.0526
2025-10-12,northern sauna stockholm,11,201,2.0,0.0547
2025-10-12,northern sauna helsinki,9,146,2.5,0.0616
2025-10-12,northern sauna oslo,11,166,3.0,0.0663
2025-10-12,outdoor sauna booking,9,129,3.5,0.0698
2025-10-12,wood-fired sauna,11,144,4.0,0.0764
2025-10-12,sauna voucher,8,103,4.5,0.0777
2025-10-12,sauna gift card,7,85,5.0,0.0824
2025-10-12,sauna day pass,8,84,5.5,0.0952
2025-10-12,popup sauna,6,61,6.0,0.0984
2025-10-13,sauna near me,10,202,1.5,0.0495
2025-10-13,northern sauna stockholm,11,200,2.0,0.055
2025-10-13,northern sauna helsinki,11,185,2.5,0.0595
2025-10-13,northern sauna oslo,9,142,3.0,0.0634
2025-10-13,outdoor sauna booking,9,128,3.5,0.0703
2025-10-13,wood-fired sauna,9,116,4.0,0.0776
2025-10-13,sauna voucher,9,107,4.5,0.0841
2025-10-13,sauna gift card,9,102,5.0,0.0882
2025-10-13,sauna day pass,7,81,5.5,0.0864
2025-10-13,popup sauna,7,72,6.0,0.0972
2025-10-14,sauna near me,11,212,1.5,0.0519
2025-10-14,northern sauna stockholm,11,191,2.0,0.0576
2025-10-14,northern sauna helsinki,10,171,2.5,0.0585
2025-10-14,northern sauna oslo,10,151,3.0,0.0662
2025-10-14,outdoor sauna booking,9,134,3.5,0.0672
2025-10-14,wood-fired sauna,8,113,4.0,0.0708
2025-10-14,sauna voucher,8,102,4.5,0.0784
2025-10-14,sauna gift card,9,106,5.0,0.0849
2025-10-14,sauna day pass,8,88,5.5,0.0909
2025-10-14,popup sauna,5,55,6.0,0.0909
2025-10-15,sauna near me,9,183,1.5,0.0492
2025-10-15,northern sauna stockholm,11,202,2.0,0.0545
2025-10-15,northern sauna helsinki,10,174,2.5,0.0575
2025-10-15,northern sauna oslo,9,135,3.0,0.0667
2025-10-15,outdoor sauna booking,11,153,3.5,0.0719
2025-10-15,wood-fired sauna,10,135,4.0,0.0741
2025-10-15,sauna voucher,8,103,4.5,0.0777
2025-10-15,sauna gift card,9,102,5.0,0.0882
2025-10-15,sauna day pass,8,89,5.5,0.0899
2025-10-15,popup sauna,6,68,6.0,0.0882
2025-10-16,sauna near me,11,215,1.5,0.0512
2025-10-16,northern sauna stockholm,9,160,2.0,0.0563
2025-10-16,northern sauna helsinki,10,173,2.5,0.0578
2025-10-16,northern sauna oslo,11,167,3.0,0.0659
2025-10-16,outdoor sauna booking,10,138,3.5,0.0725
2025-10-16,wood-fired sauna,9,121,4.0,0.0744
2025-10-16,sauna voucher,9,112,4.5,0.0804
2025-10-16,sauna gift card,8,100,5.0,0.08
2025-10-16,sauna day pass,8,88,5.5,0.0909
2025-10-16,popup sauna,7,71,6.0,0.0986
2025-10-17,sauna near me,11,212,1.5,0.0519
2025-10-17,northern sauna stockholm,12,212,2.0,0.0566
2025-10-17,northern sauna helsinki,10,172,2.5,0.0581
2025-10-17,northern sauna oslo,10,152,3.0,0.0658
2025-10-17,outdoor sauna booking,9,133,3.5,0.0677
2025-10-17,wood-fired sauna,8,111,4.0,0.0721
2025-10-17,sauna voucher,8,101,4.5,0.0792
2025-10-17,sauna gift card,8,89,5.0,0.0899
2025-10-17,sauna day pass,7,80,5.5,0.0875
2025-10-17,popup sauna,7,75,6.0,0.0933
2025-10-18,sauna near me,11,217,1.5,0.0507
2025-10-18,northern sauna stockholm,11,207,2.0,0.0531
2025-10-18,northern sauna helsinki,9,154,2.5,0.0584
2025-10-18,northern sauna oslo,9,133,3.0,0.0677
2025-10-18,outdoor sauna booking,8,119,3.5,0.0672
2025-10-18,wood-fired sauna,9,125,4.0,0.072
2025-10-18,sauna voucher,8,97,4.5,0.0825
2025-10-18,sauna gift card,7,86,5.0,0.0814
2025-10-18,sauna day pass,6,72,5.5,0.0833
2025-10-18,popup sauna,7,69,6.0,0.1014
2025-10-19,sauna near me,11,227,1.5,0.0485
2025-10-19,northern sauna stockholm,9,164,2.0,0.0549
2025-10-19,northern sauna helsinki,9,150,2.5,0.06
2025-10-19,northern sauna oslo,10,147,3.0,0.068
2025-10-19,outdoor sauna booking,10,146,3.5,0.0685
2025-10-19,wood-fired sauna,9,120,4.0,0.075
2025-10-19,sauna voucher,8,103,4.5,0.0777
2025-10-19,sauna gift card,7,84,5.0,0.0833
2025-10-19,sauna day pass,7,79,5.5,0.0886
2025-10-19,popup sauna,5,56,6.0,0.0893
2025-10-20,sauna near me,10,208,1.5,0.0481
2025-10-20,northern sauna stockholm,11,203,2.0,0.0542
2025-10-20,northern sauna helsinki,12,194,2.5,0.0619
2025-10-20,northern sauna oslo,10,147,3.0,0.068
2025-10-20,outdoor sauna booking,11,154,3.5,0.0714
2025-10-20,wood-fired sauna,9,125,4.0,0.072
2025-10-20,sauna voucher,8,102,4.5,0.0784
2025-10-20,sauna gift card,7,83,5.0,0.0843
2025-10-20,sauna day pass,7,79,5.5,0.0886
2025-10-20,popup sauna,7,72,6.0,0.0972
2025-10-21,sauna near me,11,227,1.5,0.0485
2025-10-21,northern sauna stockholm,10,183,2.0,0.0546
2025-10-21,northern sauna helsinki,11,184,2.5,0.0598
2025-10-21,northern sauna oslo,9,142,3.0,0.0634
2025-10-21,outdoor sauna booking,11,150,3.5,0.0733
2025-10-21,wood-fired sauna,8,107,4.0,0.0748
2025-10-21,sauna voucher,9,107,4.5,0.0841
2025-10-21,sauna gift card,9,103,5.0,0.0874
2025-10-21,sauna day pass,7,77,5.5,0.0909
2025-10-21,popup sauna,5,57,6.0,0.0877
2025-10-22,sauna near me,11,228,1.5,0.0482
2025-10-22,northern sauna stockholm,10,174,2.0,0.0575
2025-10-22,northern sauna helsinki,9,147,2.5,0.0612
2025-10-22,northern sauna oslo,10,151,3.0,0.0662
2025-10-22,outdoor sauna booking,10,148,3.5,0.0676
