date,session_source,session_medium,session_default_channel_group,sessions,total_users,new_users,engaged_sessions,engagement_rate,screen_page_views,average_session_duration
2025-10-24,newsletter,email,Email,184,156,62,110,0.6,552,90.0
2025-10-25,google,organic,Organic Search,238,202,81,143,0.6,714,90.0
2025-10-25,google,cpc,Paid Search,244,207,83,146,0.6,732,90.0
2025-10-25,(direct),(none),Direct,250,212,85,150,0.6,750,90.0
2025-10-25,facebook.com,social,Organic Social,230,196,78,138,0.6,690,90.0
2025-10-25,newsletter,email,Email,263,224,90,158,0.6,789,90.0
2025-10-26,google,organic,Organic Search,236,201,80,142,0.6,708,90.0
2025-10-26,google,cpc,Paid Search,230,196,78,138,0.6,690,90.0
2025-10-26,(direct),(none),Direct,253,215,86,152,0.6,759,90.0
2025-10-26,facebook.com,social,Organic Social,244,207,83,146,0.6,732,90.0
2025-10-26,newsletter,email,Email,259,220,88,155,0.6,777,90.0
2025-10-27,google,organic,Organic Search,184,156,62,110,0.6,552,90.0
2025-10-27,google,cpc,Paid Search,182,155,62,109,0.6,546,90.0
2025-10-27,(direct),(none),Direct,218,185,74,131,0.6,654,90.0
2025-10-27,facebook.com,social,Organic Social,198,168,67,119,0.6,594,90.0
2025-10-27,newsletter,email,Email,189,161,64,113,0.6,567,90.0
2025-10-28,google,organic,Organic Search,210,178,71,126,0.6,630,90.0
2025-10-28,google,cpc,Paid Search,220,187,75,132,0.6,660,90.0
2025-10-28,(direct),(none),Direct,220,187,75,132,0.6,660,90.0
2025-10-28,facebook.com,social,Organic Social,219,186,74,131,0.6,657,90.0
2025-10-28,newsletter,email,Email,186,158,63,112,0.6,558,90.0
2025-10-29,google,organic,Organic Search,214,182,73,128,0.6,642,90.0
2025-10-29,google,cpc,Paid Search,185,157,63,111,0.6,555,90.0
2025-10-29,(direct),(none),Direct,194,165,66,116,0.6,582,90.0
2025-10-29,facebook.com,social,Organic Social,187,159,64,112,0.6,561,90.0
2025-10-29,newsletter,email,Email,194,165,66,116,0.6,582,90.0
2025-10-30,google,organic,Organic Search,190,162,65,114,0.6,570,90.0
2025-10-30,google,cpc,Paid Search,216,184,74,130,0.6,648,90.0
2025-10-30,(direct),(none),Direct,220,187,75,132,0.6,660,90.0
2025-10-30,facebook.com,social,Organic Social,187,159,64,112,0.6,561,90.0
2025-10-30,newsletter,email,Email,185,157,63,111,0.6,555,90.0
2025-10-31,google,organic,Organic Search,187,159,64,112,0.6,561,90.0
2025-10-31,google,cpc,Paid Search,203,173,69,122,0.6,609,90.0
2025-10-31,(direct),(none),Direct,215,183,73,129,0.6,645,90.0
2025-10-31,facebook.com,social,Organic Social,210,178,71,126,0.6,630,90.0
2025-10-31,newsletter,email,Email,197,167,67,118,0.6,591,90.0
2025-11-01,google,organic,Organic Search,262,223,89,157,0.6,786,90.0
2025-11-01,google,cpc,Paid Search,242,206,82,145,0.6,726,90.0
2025-11-01,(direct),(none),Direct,254,216,86,152,0.6,762,90.0
2025-11-01,facebook.com,social,Organic Social,240,204,82,144,0.6,720,90.0
2025-11-01,newsletter,email,Email,248,211,84,149,0.6,744,90.0
2025-11-02,google,organic,Organic Search,234,199,80,140,0.6,702,90.0
2025-11-02,google,cpc,Paid Search,219,186,74,131,0.6,657,90.0
2025-11-02,(direct),(none),Direct,245,208,83,147,0.6,735,90.0
2025-11-02,facebook.com,social,Organic Social,230,196,78,138,0.6,690,90.0
2025-11-02,newsletter,email,Email,242,206,82,145,0.6,726,90.0
2025-11-03,google,organic,Organic Search,206,175,70,124,0.6,618,90.0
2025-11-03,google,cpc,Paid Search,198,168,67,119,0.6,594,90.0
2025-11-03,(direct),(none),Direct,186,158,63,112,0.6,558,90.0
2025-11-03,facebook.com,social,Organic Social,212,180,72,127,0.6,636,90.0
2025-11-03,newsletter,email,Email,187,159,64,112,0.6,561,90.0
2025-11-04,google,organic,Organic Search,185,157,63,111,0.6,555,90.0
2025-11-04,google,cpc,Paid Search,193,164,66,116,0.6,579,90.0
2025-11-04,(direct),(none),Direct,182,155,62,109,0.6,546,90.0
2025-11-04,facebook.com,social,Organic Social,194,165,66,116,0.6,582,90.0
2025-11-04,newsletter,email,Email,210,178,71,126,0.6,630,90.0
2025-11-05,google,organic,Organic Search,212,180,72,127,0.6,636,90.0
2025-11-05,google,cpc,Paid Search,198,168,67,119,0.6,594,90.0
2025-11-05,(direct),(none),Direct,187,159,64,112,0.6,561,90.0
2025-11-05,facebook.com,social,Organic Social,219,186,74,131,0.6,657,90.0
2025-11-05,newsletter,email,Email,213,181,72,128,0.6,639,90.0
2025-11-06,google,organic,Organic Search,180,153,61,108,0.6,540,90.0
2025-11-06,google,cpc,Paid Search,204,173,69,122,0.6,612,90.0
2025-11-06,(direct),(none),Direct,218,185,74,131,0.6,654,90.0
2025-11-06,facebook.com,social,Organic Social,217,184,74,130,0.6,651,90.0
2025-11-06,newsletter,email,Email,196,167,67,118,0.6,588,90.0
2025-11-07,google,organic,Organic Search,204,173,69,122,0.6,612,90.0
2025-11-07,google,cpc,Paid Search,205,174,70,123,0.6,615,90.0
2025-11-07,(direct),(none),Direct,209,178,71,125,0.6,627,90.0
2025-11-07,facebook.com,social,Organic Social,218,185,74,131,0.6,654,90.0
2025-11-07,newsletter,email,Email,199,169,68,119,0.6,597,90.0
2025-11-08,google,organic,Organic Search,219,186,74,131,0.6,657,90.0
2025-11-08,google,cpc,Paid Search,251,213,85,151,0.6,753,90.0
2025-11-08,(direct),(none),Direct,261,222,89,157,0.6,783,90.0
2025-11-08,facebook.com,social,Organic Social,258,219,88,155,0.6,774,90.0
2025-11-08,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2025-11-09,google,organic,Organic Search,258,219,88,155,0.6,774,90.0
2025-11-09,google,cpc,Paid Search,223,190,76,134,0.6,669,90.0
2025-11-09,(direct),(none),Direct,263,224,90,158,0.6,789,90.0
2025-11-09,facebook.com,social,Organic Social,252,214,86,151,0.6,756,90.0
2025-11-09,newsletter,email,Email,222,189,76,133,0.6,666,90.0
2025-11-10,google,organic,Organic Search,184,156,62,110,0.6,552,90.0
2025-11-10,google,cpc,Paid Search,191,162,65,115,0.6,573,90.0
2025-11-10,(direct),(none),Direct,189,161,64,113,0.6,567,90.0
2025-11-10,facebook.com,social,Organic Social,180,153,61,108,0.6,540,90.0
2025-11-10,newsletter,email,Email,216,184,74,130,0.6,648,90.0
2025-11-11,google,organic,Organic Search,185,157,63,111,0.6,555,90.0
2025-11-11,google,cpc,Paid Search,220,187,75,132,0.6,660,90.0
2025-11-11,(direct),(none),Direct,191,162,65,115,0.6,573,90.0
2025-11-11,facebook.com,social,Organic Social,203,173,69,122,0.6,609,90.0
2025-11-11,newsletter,email,Email,208,177,71,125,0.6,624,90.0
2025-11-12,google,organic,Organic Search,192,163,65,115,0.6,576,90.0
2025-11-12,google,cpc,Paid Search,198,168,67,119,0.6,594,90.0
2025-11-12,(direct),(none),Direct,211,179,72,127,0.6,633,90.0
2025-11-12,facebook.com,social,Organic Social,183,156,62,110,0.6,549,90.0
2025-11-12,newsletter,email,Email,194,165,66,116,0.6,582,90.0
2025-11-13,google,organic,Organic Search,212,180,72,127,0.6,636,90.0
2025-11-13,google,cpc,Paid Search,193,164,66,116,0.6,579,90.0
2025-11-13,(direct),(none),Direct,182,155,62,109,0.6,546,90.0
2025-11-13,facebook.com,social,Organic Social,188,160,64,113,0.6,564,90.0
2025-11-13,newsletter,email,Email,207,176,70,124,0.6,621,90.0
2025-11-14,google,organic,Organic Search,219,186,74,131,0.6,657,90.0
2025-11-14,google,cpc,Paid Search,189,161,64,113,0.6,567,90.0
2025-11-14,(direct),(none),Direct,201,171,68,121,0.6,603,90.0
2025-11-14,facebook.com,social,Organic Social,190,162,65,114,0.6,570,90.0
2025-11-14,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2025-11-15,google,organic,Organic Search,259,220,88,155,0.6,777,90.0
2025-11-15,google,cpc,Paid Search,235,200,80,141,0.6,705,90.0
2025-11-15,(direct),(none),Direct,218,185,74,131,0.6,654,90.0
2025-11-15,facebook.com,social,Organic Social,245,208,83,147,0.6,735,90.0
2025-11-15,newsletter,email,Email,246,209,84,148,0.6,738,90.0
2025-11-16,google,organic,Organic Search,246,209,84,148,0.6,738,90.0
2025-11-16,google,cpc,Paid Search,230,196,78,138,0.6,690,90.0
2025-11-16,(direct),(none),Direct,217,184,74,130,0.6,651,90.0
2025-11-16,facebook.com,social,Organic Social,218,185,74,131,0.6,654,90.0
2025-11-16,newsletter,email,Email,253,215,86,152,0.6,759,90.0
2025-11-17,google,organic,Organic Search,201,171,68,121,0.6,603,90.0
2025-11-17,google,cpc,Paid Search,191,162,65,115,0.6,573,90.0
2025-11-17,(direct),(none),Direct,217,184,74,130,0.6,651,90.0
2025-11-17,facebook.com,social,Organic Social,215,183,73,129,0.6,645,90.0
2025-11-17,newsletter,email,Email,213,181,72,128,0.6,639,90.0
2025-11-18,google,organic,Organic Search,205,174,70,123,0.6,615,90.0
2025-11-18,google,cpc,Paid Search,205,174,70,123,0.6,615,90.0
2025-11-18,(direct),(none),Direct,201,171,68,121,0.6,603,90.0
2025-11-18,facebook.com,social,Organic Social,187,159,64,112,0.6,561,90.0
2025-11-18,newsletter,email,Email,209,178,71,125,0.6,627,90.0
2025-11-19,google,organic,Organic Search,201,171,68,121,0.6,603,90.0
2025-11-19,google,cpc,Paid Search,202,172,69,121,0.6,606,90.0
2025-11-19,(direct),(none),Direct,208,177,71,125,0.6,624,90.0
2025-11-19,facebook.com,social,Organic Social,195,166,66,117,0.6,585,90.0
2025-11-19,newsletter,email,Email,208,177,71,125,0.6,624,90.0
2025-11-20,google,organic,Organic Search,190,162,65,114,0.6,570,90.0
2025-11-20,google,cpc,Paid Search,215,183,73,129,0.6,645,90.0
2025-11-20,(direct),(none),Direct,219,186,74,131,0.6,657,90.0
2025-11-20,facebook.com,social,Organic Social,204,173,69,122,0.6,612,90.0
2025-11-20,newsletter,email,Email,195,166,66,117,0.6,585,90.0
2025-11-21,google,organic,Organic Search,192,163,65,115,0.6,576,90.0
2025-11-21,google,cpc,Paid Search,216,184,74,130,0.6,648,90.0
2025-11-21,(direct),(none),Direct,193,164,66,116,0.6,579,90.0
2025-11-21,facebook.com,social,Organic Social,213,181,72,128,0.6,639,90.0
2025-11-21,newsletter,email,Email,196,167,67,118,0.6,588,90.0
2025-11-22,google,organic,Organic Search,258,219,88,155,0.6,774,90.0
2025-11-22,google,cpc,Paid Search,237,201,80,142,0.6,711,90.0
2025-11-22,(direct),(none),Direct,244,207,83,146,0.6,732,90.0
2025-11-22,facebook.com,social,Organic Social,222,189,76,133,0.6,666,90.0
2025-11-22,newsletter,email,Email,263,224,90,158,0.6,789,90.0
2025-11-23,google,organic,Organic Search,243,207,83,146,0.6,729,90.0
2025-11-23,google,cpc,Paid Search,246,209,84,148,0.6,738,90.0
2025-11-23,(direct),(none),Direct,222,189,76,133,0.6,666,90.0
2025-11-23,facebook.com,social,Organic Social,249,212,85,149,0.6,747,90.0
2025-11-23,newsletter,email,Email,236,201,80,142,0.6,708,90.0
2025-11-24,google,organic,Organic Search,197,167,67,118,0.6,591,90.0
2025-11-24,google,cpc,Paid Search,199,169,68,119,0.6,597,90.0
2025-11-24,(direct),(none),Direct,201,171,68,121,0.6,603,90.0
2025-11-24,facebook.com,social,Organic Social,212,180,72,127,0.6,636,90.0
2025-11-24,newsletter,email,Email,194,165,66,116,0.6,582,90.0
2025-11-25,google,organic,Organic Search,215,183,73,129,0.6,645,90.0
2025-11-25,google,cpc,Paid Search,184,156,62,110,0.6,552,90.0
2025-11-25,(direct),(none),Direct,201,171,68,121,0.6,603,90.0
2025-11-25,facebook.com,social,Organic Social,207,176,70,124,0.6,621,90.0
2025-11-25,newsletter,email,Email,219,186,74,131,0.6,657,90.0
2025-11-26,google,organic,Organic Search,196,167,67,118,0.6,588,90.0
2025-11-26,google,cpc,Paid Search,207,176,70,124,0.6,621,90.0
2025-11-26,(direct),(none),Direct,211,179,72,127,0.6,633,90.0
2025-11-26,facebook.com,social,Organic Social,213,181,72,128,0.6,639,90.0
2025-11-26,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2025-11-27,google,organic,Organic Search,194,165,66,116,0.6,582,90.0
2025-11-27,google,cpc,Paid Search,214,182,73,128,0.6,642,90.0
2025-11-27,(direct),(none),Direct,218,185,74,131,0.6,654,90.0
2025-11-27,facebook.com,social,Organic Social,199,169,68,119,0.6,597,90.0
2025-11-27,newsletter,email,Email,208,177,71,125,0.6,624,90.0
2025-11-28,google,organic,Organic Search,193,164,66,116,0.6,579,90.0
2025-11-28,google,cpc,Paid Search,190,162,65,114,0.6,570,90.0
2025-11-28,(direct),(none),Direct,191,162,65,115,0.6,573,90.0
2025-11-28,facebook.com,social,Organic Social,182,155,62,109,0.6,546,90.0
2025-11-28,newsletter,email,Email,203,173,69,122,0.6,609,90.0
2025-11-29,google,organic,Organic Search,257,218,87,154,0.6,771,90.0
2025-11-29,google,cpc,Paid Search,230,196,78,138,0.6,690,90.0
2025-11-29,(direct),(none),Direct,218,185,74,131,0.6,654,90.0
2025-11-29,facebook.com,social,Organic Social,230,196,78,138,0.6,690,90.0
2025-11-29,newsletter,email,Email,253,215,86,152,0.6,759,90.0
2025-11-30,google,organic,Organic Search,237,201,80,142,0.6,711,90.0
2025-11-30,google,cpc,Paid Search,253,215,86,152,0.6,759,90.0
2025-11-30,(direct),(none),Direct,226,192,77,136,0.6,678,90.0
2025-11-30,facebook.com,social,Organic Social,247,210,84,148,0.6,741,90.0
2025-11-30,newsletter,email,Email,251,213,85,151,0.6,753,90.0
2025-12-01,google,organic,Organic Search,212,180,72,127,0.6,636,90.0
2025-12-01,google,cpc,Paid Search,207,176,70,124,0.6,621,90.0
2025-12-01,(direct),(none),Direct,216,184,74,130,0.6,648,90.0
2025-12-01,facebook.com,social,Organic Social,185,157,63,111,0.6,555,90.0
2025-12-01,newsletter,email,Email,202,172,69,121,0.6,606,90.0
2025-12-02,google,organic,Organic Search,198,168,67,119,0.6,594,90.0
2025-12-02,google,cpc,Paid Search,220,187,75,132,0.6,660,90.0
2025-12-02,(direct),(none),Direct,202,172,69,121,0.6,606,90.0
2025-12-02,facebook.com,social,Organic Social,207,176,70,124,0.6,621,90.0
2025-12-02,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2025-12-03,google,organic,Organic Search,186,158,63,112,0.6,558,90.0
2025-12-03,google,cpc,Paid Search,194,165,66,116,0.6,582,90.0
2025-12-03,(direct),(none),Direct,193,164,66,116,0.6,579,90.0
2025-12-03,facebook.com,social,Organic Social,185,157,63,111,0.6,555,90.0
2025-12-03,newsletter,email,Email,202,172,69,121,0.6,606,90.0
2025-12-04,google,organic,Organic Search,192,163,65,115,0.6,576,90.0
2025-12-04,google,cpc,Paid Search,187,159,64,112,0.6,561,90.0
2025-12-04,(direct),(none),Direct,181,154,62,109,0.6,543,90.0
2025-12-04,facebook.com,social,Organic Social,181,154,62,109,0.6,543,90.0
2025-12-04,newsletter,email,Email,196,167,67,118,0.6,588,90.0
2025-12-05,google,organic,Organic Search,204,173,69,122,0.6,612,90.0
2025-12-05,google,cpc,Paid Search,189,161,64,113,0.6,567,90.0
2025-12-05,(direct),(none),Direct,216,184,74,130,0.6,648,90.0
2025-12-05,facebook.com,social,Organic Social,188,160,64,113,0.6,564,90.0
2025-12-05,newsletter,email,Email,191,162,65,115,0.6,573,90.0
2025-12-06,google,organic,Organic Search,231,196,78,139,0.6,693,90.0
2025-12-06,google,cpc,Paid Search,224,190,76,134,0.6,672,90.0
2025-12-06,(direct),(none),Direct,264,224,90,158,0.6,792,90.0
2025-12-06,facebook.com,social,Organic Social,250,212,85,150,0.6,750,90.0
2025-12-06,newsletter,email,Email,230,196,78,138,0.6,690,90.0
2025-12-07,google,organic,Organic Search,263,224,90,158,0.6,789,90.0
2025-12-07,google,cpc,Paid Search,246,209,84,148,0.6,738,90.0
2025-12-07,(direct),(none),Direct,253,215,86,152,0.6,759,90.0
2025-12-07,facebook.com,social,Organic Social,232,197,79,139,0.6,696,90.0
2025-12-07,newsletter,email,Email,226,192,77,136,0.6,678,90.0
2025-12-08,google,organic,Organic Search,198,168,67,119,0.6,594,90.0
2025-12-08,google,cpc,Paid Search,197,167,67,118,0.6,591,90.0
2025-12-08,(direct),(none),Direct,219,186,74,131,0.6,657,90.0
2025-12-08,facebook.com,social,Organic Social,186,158,63,112,0.6,558,90.0
2025-12-08,newsletter,email,Email,185,157,63,111,0.6,555,90.0
2025-12-09,google,organic,Organic Search,205,174,70,123,0.6,615,90.0
2025-12-09,google,cpc,Paid Search,202,172,69,121,0.6,606,90.0
2025-12-09,(direct),(none),Direct,202,172,69,121,0.6,606,90.0
2025-12-09,facebook.com,social,Organic Social,196,167,67,118,0.6,588,90.0
2025-12-09,newsletter,email,Email,194,165,66,116,0.6,582,90.0
2025-12-10,google,organic,Organic Search,183,156,62,110,0.6,549,90.0
2025-12-10,google,cpc,Paid Search,212,180,72,127,0.6,636,90.0
2025-12-10,(direct),(none),Direct,198,168,67,119,0.6,594,90.0
2025-12-10,facebook.com,social,Organic Social,216,184,74,130,0.6,648,90.0
2025-12-10,newsletter,email,Email,200,170,68,120,0.6,600,90.0
2025-12-11,google,organic,Organic Search,216,184,74,130,0.6,648,90.0
2025-12-11,google,cpc,Paid Search,217,184,74,130,0.6,651,90.0
2025-12-11,(direct),(none),Direct,202,172,69,121,0.6,606,90.0
2025-12-11,facebook.com,social,Organic Social,212,180,72,127,0.6,636,90.0
2025-12-11,newsletter,email,Email,184,156,62,110,0.6,552,90.0
2025-12-12,google,organic,Organic Search,185,157,63,111,0.6,555,90.0
2025-12-12,google,cpc,Paid Search,208,177,71,125,0.6,624,90.0
2025-12-12,(direct),(none),Direct,182,155,62,109,0.6,546,90.0
2025-12-12,facebook.com,social,Organic Social,208,177,71,125,0.6,624,90.0
2025-12-12,newsletter,email,Email,189,161,64,113,0.6,567,90.0
2025-12-13,google,organic,Organic Search,227,193,77,136,0.6,681,90.0
2025-12-13,google,cpc,Paid Search,233,198,79,140,0.6,699,90.0
2025-12-13,(direct),(none),Direct,260,221,88,156,0.6,780,90.0
2025-12-13,facebook.com,social,Organic Social,250,212,85,150,0.6,750,90.0
2025-12-13,newsletter,email,Email,252,214,86,151,0.6,756,90.0
2025-12-14,google,organic,Organic Search,254,216,86,152,0.6,762,90.0
2025-12-14,google,cpc,Paid Search,256,218,87,154,0.6,768,90.0
2025-12-14,(direct),(none),Direct,224,190,76,134,0.6,672,90.0
2025-12-14,facebook.com,social,Organic Social,261,222,89,157,0.6,783,90.0
2025-12-14,newsletter,email,Email,235,200,80,141,0.6,705,90.0
2025-12-15,google,organic,Organic Search,202,172,69,121,0.6,606,90.0
2025-12-15,google,cpc,Paid Search,212,180,72,127,0.6,636,90.0
2025-12-15,(direct),(none),Direct,214,182,73,128,0.6,642,90.0
2025-12-15,facebook.com,social,Organic Social,200,170,68,120,0.6,600,90.0
2025-12-15,newsletter,email,Email,202,172,69,121,0.6,606,90.0
2025-12-16,google,organic,Organic Search,196,167,67,118,0.6,588,90.0
2025-12-16,google,cpc,Paid Search,182,155,62,109,0.6,546,90.0
2025-12-16,(direct),(none),Direct,206,175,70,124,0.6,618,90.0
2025-12-16,facebook.com,social,Organic Social,207,176,70,124,0.6,621,90.0
2025-12-16,newsletter,email,Email,199,169,68,119,0.6,597,90.0
2025-12-17,google,organic,Organic Search,182,155,62,109,0.6,546,90.0
2025-12-17,google,cpc,Paid Search,203,173,69,122,0.6,609,90.0
2025-12-17,(direct),(none),Direct,184,156,62,110,0.6,552,90.0
2025-12-17,facebook.com,social,Organic Social,198,168,67,119,0.6,594,90.0
2025-12-17,newsletter,email,Email,212,180,72,127,0.6,636,90.0
2025-12-18,google,organic,Organic Search,189,161,64,113,0.6,567,90.0
2025-12-18,google,cpc,Paid Search,217,184,74,130,0.6,651,90.0
2025-12-18,(direct),(none),Direct,208,177,71,125,0.6,624,90.0
2025-12-18,facebook.com,social,Organic Social,190,162,65,114,0.6,570,90.0
2025-12-18,newsletter,email,Email,189,161,64,113,0.6,567,90.0
2025-12-19,google,organic,Organic Search,183,156,62,110,0.6,549,90.0
2025-12-19,google,cpc,Paid Search,215,183,73,129,0.6,645,90.0
2025-12-19,(direct),(none),Direct,183,156,62,110,0.6,549,90.0
2025-12-19,facebook.com,social,Organic Social,205,174,70,123,0.6,615,90.0
2025-12-19,newsletter,email,Email,210,178,71,126,0.6,630,90.0
2025-12-20,google,organic,Organic Search,228,194,78,137,0.6,684,90.0
2025-12-20,google,cpc,Paid Search,234,199,80,140,0.6,702,90.0
2025-12-20,(direct),(none),Direct,230,196,78,138,0.6,690,90.0
2025-12-20,facebook.com,social,Organic Social,254,216,86,152,0.6,762,90.0
2025-12-20,newsletter,email,Email,264,224,90,158,0.6,792,90.0
2025-12-21,google,organic,Organic Search,263,224,90,158,0.6,789,90.0
2025-12-21,google,cpc,Paid Search,219,186,74,131,0.6,657,90.0
2025-12-21,(direct),(none),Direct,249,212,85,149,0.6,747,90.0
2025-12-21,facebook.com,social,Organic Social,244,207,83,146,0.6,732,90.0
2025-12-21,newsletter,email,Email,261,222,89,157,0.6,783,90.0
2025-12-22,google,organic,Organic Search,203,173,69,122,0.6,609,90.0
2025-12-22,google,cpc,Paid Search,198,168,67,119,0.6,594,90.0
2025-12-22,(direct),(none),Direct,198,168,67,119,0.6,594,90.0
2025-12-22,facebook.com,social,Organic Social,214,182,73,128,0.6,642,90.0
2025-12-22,newsletter,email,Email,207,176,70,124,0.6,621,90.0
2025-12-23,google,organic,Organic Search,183,156,62,110,0.6,549,90.0
2025-12-23,google,cpc,Paid Search,217,184,74,130,0.6,651,90.0
2025-12-23,(direct),(none),Direct,207,176,70,124,0.6,621,90.0
2025-12-23,facebook.com,social,Organic Social,186,158,63,112,0.6,558,90.0
2025-12-23,newsletter,email,Email,199,169,68,119,0.6,597,90.0
2025-12-24,google,organic,Organic Search,190,162,65,114,0.6,570,90.0
2025-12-24,google,cpc,Paid Search,204,173,69,122,0.6,612,90.0
2025-12-24,(direct),(none),Direct,202,172,69,121,0.6,606,90.0
2025-12-24,facebook.com,social,Organic Social,219,186,74,131,0.6,657,90.0
2025-12-24,newsletter,email,Email,182,155,62,109,0.6,546,90.0
2025-12-25,google,organic,Organic Search,198,168,67,119,0.6,594,90.0
2025-12-25,google,cpc,Paid Search,187,159,64,112,0.6,561,90.0
2025-12-25,(direct),(none),Direct,181,154,62,109,0.6,543,90.0
2025-12-25,facebook.com,social,Organic Social,211,179,72,127,0.6,633,90.0
2025-12-25,newsletter,email,Email,210,178,71,126,0.6,630,90.0
2025-12-26,google,organic,Organic Search,217,184,74,130,0.6,651,90.0
2025-12-26,google,cpc,Paid Search,204,173,69,122,0.6,612,90.0
2025-12-26,(direct),(none),Direct,190,162,65,114,0.6,570,90.0
2025-12-26,facebook.com,social,Organic Social,195,166,66,117,0.6,585,90.0
2025-12-26,newsletter,email,Email,204,173,69,122,0.6,612,90.0
2025-12-27,google,organic,Organic Search,246,209,84,148,0.6,738,90.0
2025-12-27,google,cpc,Paid Search,218,185,74,131,0.6,654,90.0
2025-12-27,(direct),(none),Direct,260,221,88,156,0.6,780,90.0
2025-12-27,facebook.com,social,Organic Social,260,221,88,156,0.6,780,90.0
2025-12-27,newsletter,email,Email,254,216,86,152,0.6,762,90.0
2025-12-28,google,organic,Organic Search,228,194,78,137,0.6,684,90.0
2025-12-28,google,cpc,Paid Search,233,198,79,140,0.6,699,90.0
2025-12-28,(direct),(none),Direct,250,212,85,150,0.6,750,90.0
2025-12-28,facebook.com,social,Organic Social,231,196,78,139,0.6,693,90.0
2025-12-28,newsletter,email,Email,235,200,80,141,0.6,705,90.0
2025-12-29,google,organic,Organic Search,207,176,70,124,0.6,621,90.0
2025-12-29,google,cpc,Paid Search,181,154,62,109,0.6,543,90.0
2025-12-29,(direct),(none),Direct,186,158,63,112,0.6,558,90.0
2025-12-29,facebook.com,social,Organic Social,181,154,62,109,0.6,543,90.0
2025-12-29,newsletter,email,Email,191,162,65,115,0.6,573,90.0
2025-12-30,google,organic,Organic Search,199,169,68,119,0.6,597,90.0
2025-12-30,google,cpc,Paid Search,214,182,73,128,0.6,642,90.0
2025-12-30,(direct),(none),Direct,187,159,64,112,0.6,561,90.0
2025-12-30,facebook.com,social,Organic Social,194,165,66,116,0.6,582,90.0
2025-12-30,newsletter,email,Email,180,153,61,108,0.6,540,90.0
2025-12-31,google,organic,Organic Search,199,169,68,119,0.6,597,90.0
2025-12-31,google,cpc,Paid Search,181,154,62,109,0.6,543,90.0
2025-12-31,(direct),(none),Direct,193,164,66,116,0.6,579,90.0
2025-12-31,facebook.com,social,Organic Social,213,181,72,128,0.6,639,90.0
2025-12-31,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2026-01-01,google,organic,Organic Search,195,166,66,117,0.6,585,90.0
2026-01-01,google,cpc,Paid Search,191,162,65,115,0.6,573,90.0
2026-01-01,(direct),(none),Direct,210,178,71,126,0.6,630,90.0
2026-01-01,facebook.com,social,Organic Social,208,177,71,125,0.6,624,90.0
2026-01-01,newsletter,email,Email,195,166,66,117,0.6,585,90.0
2026-01-02,google,organic,Organic Search,216,184,74,130,0.6,648,90.0
2026-01-02,google,cpc,Paid Search,198,168,67,119,0.6,594,90.0
2026-01-02,(direct),(none),Direct,217,184,74,130,0.6,651,90.0
2026-01-02,facebook.com,social,Organic Social,215,183,73,129,0.6,645,90.0
2026-01-02,newsletter,email,Email,218,185,74,131,0.6,654,90.0
2026-01-03,google,organic,Organic Search,221,188,75,133,0.6,663,90.0
2026-01-03,google,cpc,Paid Search,229,195,78,137,0.6,687,90.0
2026-01-03,(direct),(none),Direct,234,199,80,140,0.6,702,90.0
2026-01-03,facebook.com,social,Organic Social,252,214,86,151,0.6,756,90.0
2026-01-03,newsletter,email,Email,230,196,78,138,0.6,690,90.0
2026-01-04,google,organic,Organic Search,226,192,77,136,0.6,678,90.0
2026-01-04,google,cpc,Paid Search,232,197,79,139,0.6,696,90.0
2026-01-04,(direct),(none),Direct,231,196,78,139,0.6,693,90.0
2026-01-04,facebook.com,social,Organic Social,255,217,87,153,0.6,765,90.0
2026-01-04,newsletter,email,Email,264,224,90,158,0.6,792,90.0
2026-01-05,google,organic,Organic Search,192,163,65,115,0.6,576,90.0
2026-01-05,google,cpc,Paid Search,182,155,62,109,0.6,546,90.0
2026-01-05,(direct),(none),Direct,209,178,71,125,0.6,627,90.0
2026-01-05,facebook.com,social,Organic Social,199,169,68,119,0.6,597,90.0
2026-01-05,newsletter,email,Email,197,167,67,118,0.6,591,90.0
2026-01-06,google,organic,Organic Search,194,165,66,116,0.6,582,90.0
2026-01-06,google,cpc,Paid Search,199,169,68,119,0.6,597,90.0
2026-01-06,(direct),(none),Direct,185,157,63,111,0.6,555,90.0
2026-01-06,facebook.com,social,Organic Social,204,173,69,122,0.6,612,90.0
2026-01-06,newsletter,email,Email,217,184,74,130,0.6,651,90.0
2026-01-07,google,organic,Organic Search,217,184,74,130,0.6,651,90.0
2026-01-07,google,cpc,Paid Search,210,178,71,126,0.6,630,90.0
2026-01-07,(direct),(none),Direct,196,167,67,118,0.6,588,90.0
2026-01-07,facebook.com,social,Organic Social,217,184,74,130,0.6,651,90.0
2026-01-07,newsletter,email,Email,206,175,70,124,0.6,618,90.0
2026-01-08,google,organic,Organic Search,200,170,68,120,0.6,600,90.0
2026-01-08,google,cpc,Paid Search,191,162,65,115,0.6,573,90.0
2026-01-08,(direct),(none),Direct,210,178,71,126,0.6,630,90.0
2026-01-08,facebook.com,social,Organic Social,212,180,72,127,0.6,636,90.0
